학교ID,학교명,학교급구분,설립일자,설립형태,본교분교구분,운영상태,소재지지번주소,소재지도로명주소,시도교육청코드,시도교육청명,교육지원청코드,교육지원청명,생성일자,변경일자,위도,경도,데이터기준일자,제공기관코드,제공기관명
B000004270,광명남초등학교,초등학교,1975-03-05,공립,본교,운영,경기도 광명시 광명동 295-58,경기도 광명시 광명로 866-9,7530000,경기도교육청,7591000,경기도광명교육지원청,2013-11-29,2020-09-22,37.4751270849,126.8537024423,2021-03-25,7001220,한국교원대학교
B000004274,광명동초등학교,초등학교,1983-05-18,공립,본교,운영,경기도 광명시 철산동 78-4,경기도 광명시 연서일로 25,7530000,경기도교육청,7591000,경기도광명교육지원청,2013-11-29,2020-09-22,37.4839518149,126.8633963058,2021-03-25,7001220,한국교원대학교
B000002460,청학초등학교,초등학교,1954-06-20,공립,본교,운영,부산광역시 영도구 청학동 412-3,부산광역시 영도구 청학로 49,7150000,부산광역시교육청,7171000,부산광역시서부교육지원청,2013-11-29,2020-09-22,35.0932017628,129.0595039219,2021-03-25,7001220,한국교원대학교
B000012386,중일고등학교,고등학교,1988-03-15,사립,본교,운영,대전광역시 유성구 관평동 671,대전광역시 유성구 배울2로 68,7430000,대전광역시교육청,7451000,대전광역시서부교육지원청,2013-11-29,2020-09-22,36.4205249147,127.3886964843,2021-03-25,7001220,한국교원대학교
B000008650,영신중학교,중학교,1946-10-17,사립,본교,운영,대구광역시 동구 봉무동 524,대구광역시 동구 팔공로50길 32,7240000,대구광역시교육청,7251000,대구광역시동부교육지원청,2013-11-29,2020-09-22,35.9200042205,128.6464240151,2021-03-25,7001220,한국교원대학교
B000011387,부일전자디자인고등학교,고등학교,1993-03-02,사립,본교,운영,부산광역시 사하구 감천동 634-61,부산광역시 사하구 감천로73번길 36,7150000,부산광역시교육청,7171000,부산광역시서부교육지원청,2013-11-29,2020-09-22,35.0907360856,129.0025604446,2021-03-25,7001220,한국교원대학교
B000011335,서울영상고등학교,고등학교,1952-03-01,사립,본교,운영,서울특별시 양천구 신정동 984,서울특별시 양천구 목동로11길 46,7010000,서울특별시교육청,7081300,서울특별시강서양천교육지원청,2013-11-29,2020-09-22,37.5233044400,126.8602935246,2021-03-25,7001220,한국교원대학교
B000003459,대전교촌초등학교,초등학교,2007-03-01,공립,본교,운영,대전광역시 유성구 교촌동 618,대전광역시 유성구 진잠로149번길 42,7430000,대전광역시교육청,7451000,대전광역시서부교육지원청,2013-11-29,2020-09-22,36.3060218867,127.3167705390,2021-03-25,7001220,한국교원대학교
B000011079,김해중학교,중학교,1952-05-17,공립,본교,운영,경상남도 김해시 부원동 39,경상남도 김해시 호계로 456,9010000,경상남도교육청,9091000,경상남도김해교육지원청,2013-11-29,2020-09-22,35.2311053112,128.8861356249,2021-03-25,7001220,한국교원대학교
B000008672,신명여자중학교,중학교,1907-10-15,사립,본교,운영,대구광역시 수성구 수성동1가 96-16,대구광역시 수성구 신천동로 364,7240000,대구광역시교육청,7251000,대구광역시동부교육지원청,2013-11-29,2020-09-22,35.8573124709,128.6091788103,2021-03-25,7001220,한국교원대학교
B000002738,대구명덕초등학교,초등학교,1940-04-05,공립,본교,운영,대구광역시 중구 남산동 2113,대구광역시 중구 남산로2길 125,7240000,대구광역시교육청,7251000,대구광역시동부교육지원청,2013-11-29,2020-09-22,35.8575407313,128.5890267232,2021-03-25,7001220,한국교원대학교
B000012612,광명고등학교,고등학교,1975-03-03,공립,본교,운영,경기도 광명시 철산동 234,경기도 광명시 오리로876번길 17,7530000,경기도교육청,7591000,경기도광명교육지원청,2013-11-29,2020-09-22,37.4785711698,126.8659895718,2021-03-25,7001220,한국교원대학교
B000008908,신광중학교,중학교,1981-03-06,공립,본교,운영,광주광역시 북구 두암동 576-5,광주광역시 북구 면앙로165번길 80,7380000,광주광역시교육청,7391000,광주광역시동부교육지원청,2013-11-29,2020-09-22,35.1795333405,126.9321201796,2021-03-25,7001220,한국교원대학교
B000012835,양구여자고등학교,고등학교,1974-01-05,공립,본교,운영,강원도 양구군 양구읍 정림리 230-1,강원도 양구군 양구읍 박수근로 327,7800000,강원도교육청,7951000,강원도양구교육지원청,2013-11-29,2020-09-22,38.1009113952,127.9808197101,2021-03-25,7001220,한국교원대학교
B000009871,석천중학교,중학교,1970-03-10,공립,본교,운영,강원도 양구군 양구읍 정림리 230-1,강원도 양구군 양구읍 박수근로 327,7800000,강원도교육청,7951000,강원도양구교육지원청,2013-11-29,2020-09-22,38.1009113952,127.9808197101,2021-03-25,7001220,한국교원대학교
B000008631,기장중학교,중학교,1954-05-31,공립,본교,운영,부산광역시 기장군 기장읍 대라리 40,부산광역시 기장군 기장읍 읍내로 120,7150000,부산광역시교육청,7211000,부산광역시해운대교육지원청,2013-11-29,2020-09-22,35.2448818739,129.2183149163,2021-03-25,7001220,한국교원대학교
B000009916,운호중학교,중학교,1968-03-06,사립,본교,운영,충청북도 청주시 서원구 모충동 132-13,충청북도 청주시 서원구 무심서로 375,8000000,충청북도교육청,8011000,충청북도청주교육지원청,2013-11-29,2020-09-22,36.6250531729,127.4851868214,2021-03-25,7001220,한국교원대학교
B000013541,문현고등학교,고등학교,2006-03-01,공립,본교,운영,울산광역시 동구 방어동 1008,울산광역시 동구 화잠7길 25,7480000,울산광역시교육청,7491000,울산광역시강북교육지원청,2013-11-29,2020-09-22,35.4823956491,129.4091804390,2021-03-25,7001220,한국교원대학교
B000010194,만리포중학교,중학교,1968-03-22,공립,본교,운영,충청남도 태안군 소원면 신덕리 631-2,충청남도 태안군 소원면 소근로 63-12,8140000,충청남도교육청,8281000,충청남도태안교육지원청,2013-11-29,2020-09-22,36.76552125,126.1939311480,2021-03-25,7001220,한국교원대학교
B000022914,춘천여자고등학교,고등학교,1934-04-10,공립,본교,운영,강원도 춘천시 동면 장학리 173,강원도 춘천시 동면 만천양지길 95,7800000,강원도교육청,7811000,강원도춘천교육지원청,2013-11-29,2020-09-22,37.8884898904,127.7635403167,2021-03-25,7001220,한국교원대학교
B000008651,공산중학교,중학교,1954-04-23,사립,본교,운영,대구광역시 동구 백안동 560-5,대구광역시 동구 팔공로197길 26,7240000,대구광역시교육청,7251000,대구광역시동부교육지원청,2013-11-29,2020-09-22,35.9550658566,128.6906837897,2021-03-25,7001220,한국교원대학교
B000011923,상명대학교사범대학부속여자고등학교,고등학교,1967-03-07,사립,본교,운영,서울특별시 종로구 홍지동 7-1,서울특별시 종로구 홍지문2길 20,7010000,서울특별시교육청,7061000,서울특별시중부교육지원청,2013-11-29,2020-09-22,37.6041089058,126.9551594965,2021-03-25,7001220,한국교원대학교
B000012788,황지고등학교,고등학교,1965-12-18,공립,본교,운영,강원도 태백시 황지동 232,강원도 태백시 번영로 179,7800000,강원도교육청,7851000,강원도태백교육지원청,2013-11-29,2020-09-22,37.1611203739,128.9855687725,2021-03-25,7001220,한국교원대학교
B000002202,서울양원초등학교,초등학교,1991-05-06,공립,본교,운영,서울특별시 양천구 신월동 260-1,서울특별시 양천구 화곡로 16,7010000,서울특별시교육청,7081300,서울특별시강서양천교육지원청,2013-11-29,2020-09-22,37.5382173279,126.8231052242,2021-03-25,7001220,한국교원대학교
B000002433,보수초등학교,초등학교,1953-07-09,공립,본교,운영,부산광역시 중구 보수동1가 50-1,부산광역시 중구 흑교로 74,7150000,부산광역시교육청,7171000,부산광역시서부교육지원청,2013-11-29,2020-09-22,35.1060721539,129.024219,2021-03-25,7001220,한국교원대학교
B000009849,계촌중학교,중학교,1969-03-12,공립,본교,운영,강원도 평창군 방림면 계촌리 2054-2,강원도 평창군 방림면 계촌길 139,7800000,강원도교육청,7911000,강원도평창교육지원청,2013-11-29,2020-09-22,37.4532286745,128.3083929,2021-03-25,7001220,한국교원대학교
B000009113,울산중앙중학교,중학교,1980-03-02,공립,본교,운영,울산광역시 남구 신정동 859-3,울산광역시 남구 중앙로63번길 5,7480000,울산광역시교육청,7501000,울산광역시강남교육지원청,2013-11-29,2020-09-22,35.5260242954,129.3156804769,2021-03-25,7001220,한국교원대학교
B000025338,수완하나중학교,중학교,2015-03-01,공립,본교,운영,광주광역시 광산구 수완동 973,광주광역시 광산구 수완로105번길 47,7380000,광주광역시교육청,7401000,광주광역시서부교육지원청,2013-11-29,2020-09-22,35.1942080768,126.8275241622,2021-03-25,7001220,한국교원대학교
B000011088,경운중학교,중학교,2001-03-01,공립,본교,운영,경상남도 김해시 내동 1115-3,경상남도 김해시 우암로 62,9010000,경상남도교육청,9091000,경상남도김해교육지원청,2013-11-29,2020-09-22,35.2361259374,128.8618342445,2021-03-25,7001220,한국교원대학교
B000012401,무거고등학교,고등학교,2006-03-04,공립,본교,운영,울산광역시 남구 무거동 1000,울산광역시 남구 대학로1번길 17-28,7480000,울산광역시교육청,7501000,울산광역시강남교육지원청,2013-11-29,2020-09-22,35.5362789261,129.2507422513,2021-03-25,7001220,한국교원대학교
B000002594,거제초등학교,초등학교,1946-06-01,공립,본교,운영,부산광역시 연제구 거제동 676-152,부산광역시 연제구 해맞이로 39,7150000,부산광역시교육청,7191000,부산광역시동래교육지원청,2013-11-29,2020-09-22,35.1780739559,129.0675717007,2021-03-25,7001220,한국교원대학교
B000008733,성서중학교,중학교,1970-03-30,공립,본교,운영,대구광역시 달서구 용산동 948,대구광역시 달서구 용산서로 63,7240000,대구광역시교육청,7271000,대구광역시남부교육지원청,2013-11-29,2020-09-22,35.8558080954,128.5266048454,2021-03-25,7001220,한국교원대학교
B000001873,서울상봉초등학교,초등학교,1983-10-25,공립,본교,운영,서울특별시 중랑구 상봉동 312-1,서울특별시 중랑구 동일로126가길 11,7010000,서울특별시교육청,7021000,서울특별시동부교육지원청,2013-11-29,2020-09-22,37.5979789522,127.0831714191,2021-03-25,7001220,한국교원대학교
B000002069,서울원광초등학교,초등학교,1992-04-30,공립,본교,운영,서울특별시 노원구 중계동 359,서울특별시 노원구 덕릉로76길 18,7010000,서울특별시교육청,7051000,서울특별시북부교육지원청,2013-11-29,2020-09-22,37.6543109224,127.0749142468,2021-03-25,7001220,한국교원대학교
B000008486,다송중학교,중학교,1993-03-05,공립,본교,운영,부산광역시 사하구 다대동 95,부산광역시 사하구 다송로 55,7150000,부산광역시교육청,7171000,부산광역시서부교육지원청,2013-11-29,2020-09-22,35.0643498862,128.9847861841,2021-03-25,7001220,한국교원대학교
B000002068,서울월계초등학교,초등학교,1993-05-06,공립,본교,운영,서울특별시 노원구 월계동 561,서울특별시 노원구 월계로45가길 10,7010000,서울특별시교육청,7051000,서울특별시북부교육지원청,2013-11-29,2020-09-22,37.62762424,127.0501876323,2021-03-25,7001220,한국교원대학교
B000013477,우신고등학교,고등학교,1974-03-05,사립,본교,운영,서울특별시 구로구 궁동 230,서울특별시 구로구 부일로 917,7010000,서울특별시교육청,7041000,서울특별시남부교육지원청,2013-11-29,2020-09-22,37.4949023087,126.8263535997,2021-03-25,7001220,한국교원대학교
B000012812,주천고등학교,고등학교,1946-04-01,공립,본교,운영,강원도 영월군 주천면 주천리 1430,강원도 영월군 주천면 주천로89번길 41,7800000,강원도교육청,7901000,강원도영월교육지원청,2013-11-29,2020-09-22,37.2735517942,128.2650793743,2021-03-25,7001220,한국교원대학교
B000003451,대전신계초등학교,초등학교,2005-09-01,공립,본교,운영,대전광역시 서구 복수동 452,대전광역시 서구 복수동로 26,7430000,대전광역시교육청,7451000,대전광역시서부교육지원청,2013-11-29,2020-09-22,36.30195202,127.3780278,2021-03-25,7001220,한국교원대학교
B000022940,강경상업고등학교,고등학교,1920-05-25,공립,본교,운영,충청남도 논산시 강경읍 남교리 1,충청남도 논산시 강경읍 계백로 220,8140000,충청남도교육청,8222000,충청남도논산계룡교육지원청,2013-11-29,2020-09-22,36.1614244493,127.0232979527,2021-03-25,7001220,한국교원대학교
B000005014,근덕초등학교,초등학교,1922-05-17,공립,본교,운영,강원도 삼척시 근덕면 교가리 1124-2,강원도 삼척시 근덕면 삼척로 3653,7800000,강원도교육청,7871000,강원도삼척교육지원청,2013-11-29,2020-09-22,37.3809242797,129.2244956412,2021-03-25,7001220,한국교원대학교
B000003181,송해초등학교,초등학교,1933-10-06,공립,본교,운영,인천광역시 강화군 송해면 솔정리 640,인천광역시 강화군 송해면 전망대로 93-12,7310000,인천광역시교육청,7351000,인천광역시강화교육지원청,2013-11-29,2020-09-22,37.7694550994,126.4610541008,2021-03-25,7001220,한국교원대학교
B000003174,양도초등학교,초등학교,1918-04-01,공립,본교,운영,인천광역시 강화군 양도면 삼흥리 288,인천광역시 강화군 양도면 강화남로 1036,7310000,인천광역시교육청,7351000,인천광역시강화교육지원청,2013-11-29,2020-09-22,37.68897162,126.4193695437,2021-03-25,7001220,한국교원대학교
B000008385,남성중학교,중학교,1983-04-29,공립,본교,운영,서울특별시 동작구 사당동 304-45,서울특별시 동작구 남부순환로269길 166,7010000,서울특별시교육청,7132000,서울특별시동작관악교육지원청,2013-11-29,2020-09-22,37.4790082237,126.972489,2021-03-25,7001220,한국교원대학교
B000004087,서해초등학교,초등학교,1996-11-01,공립,본교,운영,경기도 시흥시 정왕동 1867-2,경기도 시흥시 정왕대로53번길 14,7530000,경기도교육청,7781000,경기도시흥교육지원청,2013-11-29,2020-09-22,37.3561223736,126.7251311892,2021-03-25,7001220,한국교원대학교
B000008031,고산초등학교,초등학교,1945-05-01,공립,본교,운영,제주특별자치도 제주시 한경면 고산리 2684-1,제주특별자치도 제주시 한경면 고산로1길 16,9290000,제주특별자치도교육청,9296000,제주특별자치도제주시교육지원청,2013-11-29,2020-09-22,33.3045269693,126.1768734874,2021-03-25,7001220,한국교원대학교
B000025226,인천송일초등학교,초등학교,2015-09-01,공립,본교,운영,인천광역시 연수구 송도동 107,인천광역시 연수구 컨벤시아대로252번길 15,7310000,인천광역시교육청,7341000,인천광역시동부교육지원청,2013-11-29,2020-09-22,37.3841880193,126.6351350058,2021-03-25,7001220,한국교원대학교
B000025193,인천만월초등학교,초등학교,1989-03-01,공립,본교,운영,인천광역시 남동구 구월동 1521,인천광역시 남동구 선수촌로 28,7310000,인천광역시교육청,7341000,인천광역시동부교육지원청,2013-11-29,2020-09-22,37.4418066158,126.7155207512,2021-03-25,7001220,한국교원대학교
B000009263,대안여자중학교,중학교,1986-03-01,공립,본교,운영,경기도 안양시 동안구 호계동 1233,경기도 안양시 동안구 흥안대로223번길 46,7530000,경기도교육청,7569000,경기도안양과천교육지원청,2013-11-29,2020-09-22,37.3771591040,126.9651001856,2021-03-25,7001220,한국교원대학교
B000009058,대전하기중학교,중학교,2006-03-01,공립,본교,운영,대전광역시 유성구 하기동 520,대전광역시 유성구 송림로48번길 6-30,7430000,대전광역시교육청,7451000,대전광역시서부교육지원청,2013-11-29,2020-09-22,36.3858890732,127.3222049387,2021-03-25,7001220,한국교원대학교
B000026215,목감고등학교,고등학교,2020-03-01,공립,본교,운영,경기도 시흥시 조남동 387,경기도 시흥시 목감둘레로 150,7530000,경기도교육청,7781000,경기도시흥교육지원청,2013-11-29,2021-03-23,37.3722233929,126.8571834279,2021-03-25,7001220,한국교원대학교
B000008529,남천중학교,중학교,1984-12-29,공립,본교,운영,부산광역시 남구 대연동 455-12,부산광역시 남구 황령대로492번길 71,7150000,부산광역시교육청,7181000,부산광역시남부교육지원청,2013-11-29,2020-09-22,35.1366035891,129.1052341272,2021-03-25,7001220,한국교원대학교
B000012085,정신여자고등학교,고등학교,1887-10-20,사립,본교,운영,서울특별시 송파구 잠실동 50-4,서울특별시 송파구 올림픽로4길 16,7010000,서울특별시교육청,7130000,서울특별시강동송파교육지원청,2013-11-29,2020-09-22,37.5094538398,127.0738473291,2021-03-25,7001220,한국교원대학교
B000008913,문화중학교,중학교,1984-03-08,공립,본교,운영,광주광역시 북구 우산동 118-4,광주광역시 북구 면앙로 111,7380000,광주광역시교육청,7391000,광주광역시동부교육지원청,2013-11-29,2020-09-22,35.1784669374,126.9239161728,2021-03-25,7001220,한국교원대학교
B000011367,부산영상예술고등학교,고등학교,1955-04-25,공립,본교,운영,부산광역시 영도구 신선동3가 71-1,부산광역시 영도구 영상길 100,7150000,부산광역시교육청,7171000,부산광역시서부교육지원청,2013-11-29,2020-09-22,35.0851361332,129.0449174687,2021-03-25,7001220,한국교원대학교
B000011565,김화공업고등학교,고등학교,1968-04-25,공립,본교,운영,강원도 철원군 서면 와수리 589-5,강원도 철원군 서면 와수1로 72,7800000,강원도교육청,7931000,강원도철원교육지원청,2013-11-29,2020-09-22,38.2434075644,127.4349464,2021-03-25,7001220,한국교원대학교
B000002850,대구태전초등학교,초등학교,1994-03-01,공립,본교,운영,대구광역시 북구 태전동 957,대구광역시 북구 칠곡중앙대로75길 16,7240000,대구광역시교육청,7261000,대구광역시서부교육지원청,2013-11-29,2020-09-22,35.9302459544,128.5460016,2021-03-25,7001220,한국교원대학교
B000012960,대흥고등학교,고등학교,1966-02-22,사립,본교,운영,충청남도 예산군 대흥면 상중리 231,충청남도 예산군 대흥면 예당로 845,8140000,충청남도교육청,8271000,충청남도예산교육지원청,2013-11-29,2020-09-22,36.6054865611,126.7916055894,2021-03-25,7001220,한국교원대학교
B000009073,성안중학교,중학교,2001-03-05,공립,본교,운영,울산광역시 중구 성안동 519-8,울산광역시 중구 성안2길 30,7480000,울산광역시교육청,7491000,울산광역시강북교육지원청,2013-11-29,2020-09-22,35.57278036,129.3178978152,2021-03-25,7001220,한국교원대학교
B000003499,성안초등학교,초등학교,1962-03-01,공립,본교,운영,울산광역시 중구 성안동 797-1,울산광역시 중구 함월14길 19,7480000,울산광역시교육청,7491000,울산광역시강북교육지원청,2013-11-29,2020-09-22,35.5765611862,129.3124344389,2021-03-25,7001220,한국교원대학교
B000005840,합천초등학교,초등학교,1970-03-01,공립,본교,운영,충청남도 청양군 화성면 산정리 243,충청남도 청양군 화성면 무한로 88,8140000,충청남도교육청,8251000,충청남도청양교육지원청,2013-11-29,2020-09-22,36.4258647600,126.7146112070,2021-03-25,7001220,한국교원대학교
B000010266,군산대성중학교,중학교,1966-03-11,사립,본교,운영,전라북도 군산시 임피면 읍내리 535-4,전라북도 군산시 임피면 임피향교길 44-6,8320000,전라북도교육청,8341000,전라북도군산교육지원청,2013-11-29,2020-09-22,35.9886302281,126.8486974363,2021-03-25,7001220,한국교원대학교
B000002773,대구동문초등학교,초등학교,1982-12-06,공립,본교,운영,대구광역시 수성구 만촌동 262,대구광역시 수성구 효행로2길 111,7240000,대구광역시교육청,7251000,대구광역시동부교육지원청,2013-11-29,2020-09-22,35.87481761,128.6524257819,2021-03-25,7001220,한국교원대학교
B000005003,상평초등학교현서분교장,초등학교,1942-09-20,공립,분교,운영,강원도 양양군 서면 서림리 74-1,강원도 양양군 서면 구룡령로 2115,7800000,강원도교육청,7862000,강원도속초양양교육지원청,2013-11-29,2020-09-22,37.98772697,128.5298790213,2021-03-25,7001220,한국교원대학교
B000008343,원촌중학교,중학교,1983-03-01,공립,본교,운영,서울특별시 서초구 반포동 22,서울특별시 서초구 사평대로45길 10,7010000,서울특별시교육청,7091300,서울특별시강남서초교육지원청,2013-11-29,2020-09-22,37.5063251046,127.0146997242,2021-03-25,7001220,한국교원대학교
B000012197,경상여자고등학교,고등학교,1957-05-25,사립,본교,운영,대구광역시 북구 침산동 810-1,대구광역시 북구 침산남로9길 164,7240000,대구광역시교육청,7261000,대구광역시서부교육지원청,2013-11-29,2020-09-22,35.9005419608,128.5878438624,2021-03-25,7001220,한국교원대학교
B000025605,일광초등학교,초등학교,2020-03-01,공립,본교,운영,부산광역시 기장군 일광면 삼성리 295-4,부산광역시 기장군 일광면 해빛로 46,7150000,부산광역시교육청,7211000,부산광역시해운대교육지원청,2013-11-29,2021-03-23,35.2682104410,129.2230224915,2021-03-25,7001220,한국교원대학교
B000004857,춘천삼육초등학교,초등학교,1955-04-01,사립,본교,운영,강원도 춘천시 동면 장학리 568-1,강원도 춘천시 동면 방죽길 56-10,7800000,강원도교육청,7811000,강원도춘천교육지원청,2013-11-29,2020-09-22,37.9115968117,127.7543199887,2021-03-25,7001220,한국교원대학교
B000004990,상평초등학교,초등학교,1934-10-10,공립,본교,운영,강원도 양양군 서면 상평리 18,강원도 양양군 서면 물윗구미길 25,7800000,강원도교육청,7862000,강원도속초양양교육지원청,2013-11-29,2020-09-22,38.0734151504,128.5859388587,2021-03-25,7001220,한국교원대학교
B000002306,서울강남초등학교,초등학교,1945-11-02,공립,본교,운영,서울특별시 동작구 상도1동 501-1,서울특별시 동작구 강남초등길 15,7010000,서울특별시교육청,7132000,서울특별시동작관악교육지원청,2013-11-29,2020-09-22,37.50619275,126.9533591417,2021-03-25,7001220,한국교원대학교
B000007684,계동초등학교,초등학교,2002-09-02,공립,본교,운영,경상남도 김해시 대청동 333-1,경상남도 김해시 계동로 96,9010000,경상남도교육청,9091000,경상남도김해교육지원청,2013-11-29,2020-09-22,35.1847880996,128.7956853868,2021-03-25,7001220,한국교원대학교
B000009017,신탄진중학교,중학교,1965-03-05,사립,본교,운영,대전광역시 대덕구 석봉동 311-1,대전광역시 대덕구 석봉로 15,7430000,대전광역시교육청,7441000,대전광역시동부교육지원청,2013-11-29,2020-09-22,36.4473121403,127.4234778784,2021-03-25,7001220,한국교원대학교
B000012182,대구동부고등학교,고등학교,1988-03-01,사립,본교,운영,대구광역시 동구 각산동 199,대구광역시 동구 반야월북로 199,7240000,대구광역시교육청,7251000,대구광역시동부교육지원청,2013-11-29,2020-09-22,35.8742902325,128.7190722231,2021-03-25,7001220,한국교원대학교
B000011767,밀성제일고등학교,고등학교,1974-01-05,사립,본교,운영,경상남도 밀양시 내이동 590-1,경상남도 밀양시 밀양대로 2078,9010000,경상남도교육청,9101000,경상남도밀양교육지원청,2013-11-29,2020-09-22,35.5021831770,128.7501449735,2021-03-25,7001220,한국교원대학교
B000007699,안명초등학교,초등학교,1948-03-25,공립,본교,운영,경상남도 김해시 한림면 안하리 346-1,경상남도 김해시 한림면 안하로 28,9010000,경상남도교육청,9091000,경상남도김해교육지원청,2013-11-29,2020-09-22,35.3044161360,128.8280099760,2021-03-25,7001220,한국교원대학교
B000003484,대전배울초등학교,초등학교,2006-03-01,공립,본교,운영,대전광역시 유성구 관평동 663,대전광역시 유성구 배울2로 8,7430000,대전광역시교육청,7451000,대전광역시서부교육지원청,2013-11-29,2020-09-22,36.4219076985,127.3841459188,2021-03-25,7001220,한국교원대학교
B000005004,상평초등학교공수전분교장,초등학교,1946-05-25,공립,분교,운영,강원도 양양군 서면 공수전리 31-6,강원도 양양군 서면 구룡령로 2855,7800000,강원도교육청,7862000,강원도속초양양교육지원청,2013-11-29,2020-09-22,38.0417294,128.5572519583,2021-03-25,7001220,한국교원대학교
B000012883,진천고등학교,고등학교,1977-03-05,공립,본교,운영,충청북도 진천군 진천읍 신정리 590,충청북도 진천군 진천읍 문화12길 48,8000000,충청북도교육청,8081000,충청북도진천교육지원청,2013-11-29,2020-09-22,36.8539549015,127.4499541749,2021-03-25,7001220,한국교원대학교
B000009840,옥동중학교,중학교,1971-12-31,공립,본교,운영,강원도 영월군 김삿갓면 옥동리 402,강원도 영월군 김삿갓면 영월동로 1664,7800000,강원도교육청,7901000,강원도영월교육지원청,2013-11-29,2020-09-22,37.12816565,128.5706667509,2021-03-25,7001220,한국교원대학교
B000005098,옥동초등학교,초등학교,1925-10-01,공립,본교,운영,강원도 영월군 김삿갓면 옥동리 429,강원도 영월군 김삿갓면 영월동로 1679,7800000,강원도교육청,7901000,강원도영월교육지원청,2013-11-29,2020-09-22,37.1304805973,128.5698387468,2021-03-25,7001220,한국교원대학교
B000011177,양주중학교,중학교,1970-03-16,공립,본교,운영,경상남도 양산시 상북면 석계리 51,경상남도 양산시 상북면 양주마을2길 18,9010000,경상남도교육청,9151000,경상남도양산교육지원청,2013-11-29,2020-09-22,35.4151766474,129.0677567691,2021-03-25,7001220,한국교원대학교
B000009324,서천중학교,중학교,2011-03-01,공립,본교,운영,경기도 용인시 기흥구 서천동 796,경기도 용인시 기흥구 서천동로 7,7530000,경기도교육청,7751000,경기도용인교육지원청,2013-11-29,2020-09-22,37.2400191101,127.0758949119,2021-03-25,7001220,한국교원대학교
B000012550,성복고등학교,고등학교,2011-03-01,공립,본교,운영,경기도 용인시 수지구 성복동 782,경기도 용인시 수지구 도마치로 92,7530000,경기도교육청,7751000,경기도용인교육지원청,2013-11-29,2020-09-22,37.3233634360,127.0611228,2021-03-25,7001220,한국교원대학교
B000011813,부산국제외국어고등학교,고등학교,2004-03-01,사립,본교,운영,부산광역시 해운대구 우동 1025-127,부산광역시 해운대구 해운대로469번길 50-1,7150000,부산광역시교육청,7211000,부산광역시해운대교육지원청,2013-11-29,2020-09-22,35.1659188356,129.1443578258,2021-03-25,7001220,한국교원대학교
B000008641,불로중학교,중학교,1991-03-01,공립,본교,운영,대구광역시 동구 불로동 1010,대구광역시 동구 방천로5길 8,7240000,대구광역시교육청,7251000,대구광역시동부교육지원청,2013-11-29,2020-09-22,35.8983006107,128.6344118224,2021-03-25,7001220,한국교원대학교
